PM2.5,PM10,SO2,NO2,CO,O3,Skor,year,month,day,Datetime
47.38,64.67,30.12,49.88,1247.06,29.93,244.84,2013.0,12.0,13.0,2013-12-13
55.71,72.42,36.75,56.58,1369.12,42.67,272.21,2013.0,12.0,14.0,2013-12-14
45.96,58.75,31.46,53.62,1262.95,33.61,247.72,2013.0,12.0,15.0,2013-12-15
126.42,144.75,72.67,78.83,1262.95,9.13,282.46,2013.0,12.0,16.0,2013-12-16
71.96,72.92,43.73,50.57,1262.95,16.76,253.15,2013.0,12.0,17.0,2013-12-17
36.71,56.21,24.25,38.92,1262.95,23.09,240.36,2013.0,12.0,18.0,2013-12-18
33.42,60.62,27.29,51.07,1165.27,12.57,225.04,2013.0,12.0,19.0,2013-12-19
35.42,61.17,36.75,59.92,1141.67,13.38,224.72,2013.0,12.0,20.0,2013-12-20
57.75,79.62,43.71,68.83,1220.83,12.67,247.24,2013.0,12.0,21.0,2013-12-21
125.21,161.25,68.62,95.46,2604.17,4.83,509.92,2013.0,12.0,22.0,2013-12-22
130.29,182.67,76.17,97.88,3029.17,7.96,587.36,2013.0,12.0,23.0,2013-12-23
219.54,269.42,119.29,124.17,5241.67,1.5,995.93,2013.0,12.0,24.0,2013-12-24
180.58,254.08,88.0,99.71,4000.0,19.04,773.57,2013.0,12.0,25.0,2013-12-25
9.62,26.25,10.17,19.17,458.33,45.62,94.86,2013.0,12.0,26.0,2013-12-26
23.29,36.17,21.48,41.96,792.75,23.62,156.54,2013.0,12.0,27.0,2013-12-27
13.79,22.88,17.38,29.86,973.14,30.3,181.22,2013.0,12.0,28.0,2013-12-28
54.62,111.21,17.38,88.67,1687.5,6.21,327.6,2013.0,12.0,29.0,2013-12-29
34.12,96.79,24.05,49.25,956.79,24.91,197.65,2013.0,12.0,30.0,2013-12-30
55.79,234.04,26.54,52.54,1133.33,29.46,255.28,2013.0,12.0,31.0,2013-12-31
48.58,169.17,27.42,69.5,1419.29,20.85,292.47,2014.0,1.0,1.0,2014-01-01
151.71,192.17,90.58,93.71,3437.5,1.25,661.15,2014.0,1.0,2.0,2014-01-02
50.5,114.71,33.88,48.12,1083.33,24.96,225.92,2014.0,1.0,3.0,2014-01-03
121.5,158.21,55.17,78.62,2304.17,1.08,453.12,2014.0,1.0,4.0,2014-01-04
90.12,116.75,42.42,70.71,1850.0,11.25,363.54,2014.0,1.0,5.0,2014-01-05
125.21,131.92,60.17,67.05,2033.33,2.83,403.42,2014.0,1.0,6.0,2014-01-06
105.04,99.08,44.88,61.12,1670.83,13.46,332.4,2014.0,1.0,7.0,2014-01-07
15.21,16.04,16.5,20.92,566.67,34.38,111.62,2014.0,1.0,8.0,2014-01-08
36.0,42.88,24.42,39.46,804.17,23.21,161.69,2014.0,1.0,9.0,2014-01-09
60.58,88.62,57.88,75.62,1641.67,3.08,321.24,2014.0,1.0,10.0,2014-01-10
109.46,154.67,77.46,98.92,2700.0,1.46,523.66,2014.0,1.0,11.0,2014-01-11
20.83,40.71,23.29,35.0,683.33,30.89,139.01,2014.0,1.0,12.0,2014-01-12
79.25,109.08,73.29,81.71,1925.0,4.08,378.73,2014.0,1.0,13.0,2014-01-13
87.88,104.12,82.29,81.08,2366.67,6.68,454.79,2014.0,1.0,14.0,2014-01-14
153.04,183.79,88.58,97.0,2670.83,4.88,533.02,2014.0,1.0,15.0,2014-01-15
358.0,396.96,134.08,134.04,4941.67,3.67,994.74,2014.0,1.0,16.0,2014-01-16
124.0,133.67,65.04,66.04,2179.17,15.93,430.64,2014.0,1.0,17.0,2014-01-17
60.38,84.58,44.67,68.76,1416.67,10.88,280.99,2014.0,1.0,18.0,2014-01-18
110.5,205.88,77.83,71.96,2604.17,14.08,514.07,2014.0,1.0,19.0,2014-01-19
9.21,38.33,8.46,14.45,911.72,50.46,172.1,2014.0,1.0,20.0,2014-01-20
38.62,60.5,33.79,42.01,982.87,26.89,197.45,2014.0,1.0,21.0,2014-01-21
120.38,144.79,80.29,94.38,2437.5,3.54,480.15,2014.0,1.0,22.0,2014-01-22
218.25,248.29,130.1,124.47,4156.79,3.39,813.55,2014.0,1.0,23.0,2014-01-23
151.12,169.0,88.71,89.76,2725.0,5.75,538.22,2014.0,1.0,24.0,2014-01-24
37.68,51.72,25.81,42.15,810.49,43.51,168.56,2014.0,1.0,25.0,2014-01-25
44.62,71.75,43.96,38.5,762.5,33.79,165.85,2014.0,1.0,26.0,2014-01-26
91.34,116.09,62.93,61.98,1715.12,19.68,344.52,2014.0,1.0,27.0,2014-01-27
39.0,70.08,23.96,42.17,854.17,36.67,177.68,2014.0,1.0,28.0,2014-01-28
119.5,138.29,78.62,79.17,2291.67,2.83,451.68,2014.0,1.0,29.0,2014-01-29
61.17,77.88,39.33,42.18,1100.0,38.08,226.44,2014.0,1.0,30.0,2014-01-30
132.12,162.17,67.17,49.5,1329.17,15.08,292.54,2014.0,1.0,31.0,2014-01-31
129.83,128.21,56.54,60.0,1795.83,2.0,362.07,2014.0,2.0,1.0,2014-02-01
64.17,89.75,16.79,28.14,1133.33,39.75,228.65,2014.0,2.0,2.0,2014-02-02
5.54,30.12,6.21,7.83,354.17,67.25,78.52,2014.0,2.0,3.0,2014-02-03
24.79,36.38,18.71,21.67,583.33,52.42,122.88,2014.0,2.0,4.0,2014-02-04
88.21,101.46,56.12,47.14,1504.17,19.83,302.82,2014.0,2.0,5.0,2014-02-05
119.83,117.92,69.12,64.54,2000.0,11.08,397.08,2014.0,2.0,6.0,2014-02-06
83.54,60.29,33.33,53.08,1283.33,13.04,254.43,2014.0,2.0,7.0,2014-02-07
53.08,38.08,20.07,35.12,1113.58,36.18,216.02,2014.0,2.0,8.0,2014-02-08
8.96,9.83,16.29,15.92,458.33,54.29,93.94,2014.0,2.0,9.0,2014-02-09
20.38,19.96,18.67,32.92,654.17,42.96,131.51,2014.0,2.0,10.0,2014-02-10
100.92,98.67,57.86,70.9,1930.25,13.49,378.68,2014.0,2.0,11.0,2014-02-11
119.75,110.33,48.22,74.35,2273.46,9.01,439.19,2014.0,2.0,12.0,2014-02-12
183.88,173.5,68.66,78.48,2676.08,5.95,531.09,2014.0,2.0,13.0,2014-02-13
239.05,244.34,72.6,95.89,3065.12,9.7,621.12,2014.0,2.0,14.0,2014-02-14
402.25,400.0,96.43,109.85,3669.29,7.81,780.94,2014.0,2.0,15.0,2014-02-15
320.79,292.38,80.64,87.97,3215.12,20.85,669.62,2014.0,2.0,16.0,2014-02-16
80.88,77.58,62.06,64.01,1800.0,27.6,352.02,2014.0,2.0,17.0,2014-02-17
68.17,76.71,33.18,57.89,1090.12,26.47,225.42,2014.0,2.0,18.0,2014-02-18
63.12,73.17,37.29,53.33,1220.83,25.79,245.59,2014.0,2.0,19.0,2014-02-19
210.88,226.0,39.29,80.93,2262.5,3.25,470.48,2014.0,2.0,20.0,2014-02-20
248.42,270.92,76.42,99.29,2562.5,5.62,543.86,2014.0,2.0,21.0,2014-02-21
261.33,303.92,111.29,104.62,3612.5,4.42,733.01,2014.0,2.0,22.0,2014-02-22
196.62,230.12,130.5,84.6,3441.67,3.12,681.1,2014.0,2.0,23.0,2014-02-23
231.63,293.3,131.74,113.03,4188.58,9.67,827.99,2014.0,2.0,24.0,2014-02-24
302.31,311.56,63.78,104.38,4218.36,22.55,837.16,2014.0,2.0,25.0,2014-02-25
280.68,262.22,60.86,82.96,2488.73,32.7,534.69,2014.0,2.0,26.0,2014-02-26
16.38,10.42,11.75,24.0,462.5,56.29,96.89,2014.0,2.0,27.0,2014-02-27
89.08,101.25,33.71,73.58,1437.5,8.46,290.6,2014.0,2.0,28.0,2014-02-28
80.96,96.33,38.62,58.0,1487.5,54.3,302.62,2014.0,3.0,1.0,2014-03-01
137.29,166.42,69.75,91.17,2583.33,13.96,510.32,2014.0,3.0,2.0,2014-03-02
224.0,253.75,115.17,98.17,4479.17,2.0,862.04,2014.0,3.0,3.0,2014-03-03
59.54,70.38,29.83,39.5,1195.83,44.67,239.96,2014.0,3.0,4.0,2014-03-04
20.54,35.58,14.96,45.62,633.33,35.75,130.96,2014.0,3.0,5.0,2014-03-05
13.71,26.17,12.42,30.67,520.83,52.46,109.38,2014.0,3.0,6.0,2014-03-06
52.12,78.12,25.96,57.62,1083.33,23.12,220.04,2014.0,3.0,7.0,2014-03-07
147.42,174.75,73.88,96.83,2391.67,9.42,482.33,2014.0,3.0,8.0,2014-03-08
96.71,117.71,44.71,75.04,1491.67,21.96,307.97,2014.0,3.0,9.0,2014-03-09
81.04,102.12,54.04,76.67,1679.17,12.33,334.23,2014.0,3.0,10.0,2014-03-10
155.67,195.92,85.54,87.75,2404.17,30.79,493.31,2014.0,3.0,11.0,2014-03-11
10.25,20.29,8.83,22.25,420.83,63.04,90.92,2014.0,3.0,12.0,2014-03-12
22.83,85.5,14.29,42.5,608.33,40.79,135.71,2014.0,3.0,13.0,2014-03-13
22.21,87.17,13.42,32.12,495.83,55.54,117.71,2014.0,3.0,14.0,2014-03-14
101.5,200.38,46.83,99.04,1537.5,14.88,333.36,2014.0,3.0,15.0,2014-03-15
113.67,212.96,76.83,72.04,2075.0,43.46,432.33,2014.0,3.0,16.0,2014-03-16
84.58,255.33,27.88,55.5,1120.83,38.75,263.81,2014.0,3.0,17.0,2014-03-17
37.71,136.38,15.38,44.21,579.17,56.29,144.86,2014.0,3.0,18.0,2014-03-18
52.92,113.29,17.08,53.29,820.83,36.88,182.38,2014.0,3.0,19.0,2014-03-19
11.88,29.79,4.62,23.21,362.5,60.54,82.09,2014.0,3.0,20.0,2014-03-20
27.92,80.29,12.79,52.71,595.83,42.71,135.38,2014.0,3.0,21.0,2014-03-21
57.5,150.71,17.83,68.46,929.17,36.62,210.05,2014.0,3.0,22.0,2014-03-22
131.67,186.54,42.17,87.17,1429.17,61.29,323.0,2014.0,3.0,23.0,2014-03-23
230.04,268.62,54.79,115.33,1920.83,39.96,438.26,2014.0,3.0,24.0,2014-03-24
215.46,255.0,45.12,114.29,1616.67,57.42,383.99,2014.0,3.0,25.0,2014-03-25
288.08,346.25,50.58,124.71,1991.67,45.46,474.46,2014.0,3.0,26.0,2014-03-26
245.5,292.58,39.14,105.88,2258.33,2.96,490.73,2014.0,3.0,27.0,2014-03-27
122.92,159.5,25.21,65.04,1470.83,33.51,312.83,2014.0,3.0,28.0,2014-03-28
40.83,66.96,9.96,36.92,508.33,58.38,120.23,2014.0,3.0,29.0,2014-03-29
36.21,93.08,10.83,68.96,537.5,38.62,130.87,2014.0,3.0,30.0,2014-03-30
144.42,194.17,35.54,88.79,1750.0,38.12,375.17,2014.0,3.0,31.0,2014-03-31
115.5,119.46,19.58,75.62,962.5,54.62,224.55,2014.0,4.0,1.0,2014-04-01
101.67,165.5,26.75,67.42,870.83,69.04,216.87,2014.0,4.0,2.0,2014-04-02
26.0,99.5,6.67,43.29,450.0,48.83,112.38,2014.0,4.0,3.0,2014-04-03
33.46,144.42,9.21,45.33,579.17,47.38,143.16,2014.0,4.0,4.0,2014-04-04
26.21,102.33,7.17,39.0,445.83,60.38,113.49,2014.0,4.0,5.0,2014-04-05
60.58,180.62,13.38,65.88,662.5,48.04,171.83,2014.0,4.0,6.0,2014-04-06
98.54,205.08,22.54,83.21,762.5,59.0,205.14,2014.0,4.0,7.0,2014-04-07
180.29,259.88,42.21,97.75,1487.5,73.67,356.88,2014.0,4.0,8.0,2014-04-08
123.67,253.0,22.75,62.43,870.83,63.88,232.76,2014.0,4.0,9.0,2014-04-09
108.17,391.29,33.0,57.62,1258.33,37.58,314.33,2014.0,4.0,10.0,2014-04-10
72.38,115.67,22.42,71.17,962.5,44.71,214.81,2014.0,4.0,11.0,2014-04-11
109.25,154.54,28.0,86.76,1441.67,44.96,310.86,2014.0,4.0,12.0,2014-04-12
170.62,215.5,29.04,87.83,1258.33,70.96,305.38,2014.0,4.0,13.0,2014-04-13
240.46,267.58,35.83,88.92,1841.67,73.08,424.59,2014.0,4.0,14.0,2014-04-14
90.42,160.04,17.0,60.04,775.0,34.33,189.47,2014.0,4.0,15.0,2014-04-15
63.88,126.0,14.33,82.12,766.67,25.62,179.77,2014.0,4.0,16.0,2014-04-16
98.42,159.96,24.92,82.04,1254.17,44.67,277.36,2014.0,4.0,17.0,2014-04-17
133.38,155.46,18.46,73.42,1316.67,49.12,291.08,2014.0,4.0,18.0,2014-04-18
62.5,112.04,16.71,82.71,750.0,36.46,176.74,2014.0,4.0,19.0,2014-04-19
66.92,102.25,9.96,71.67,691.67,41.79,164.04,2014.0,4.0,20.0,2014-04-20
58.29,118.38,8.67,69.21,537.5,46.62,139.78,2014.0,4.0,21.0,2014-04-21
69.83,144.71,11.79,74.58,570.83,60.33,155.34,2014.0,4.0,22.0,2014-04-22
134.71,193.12,27.42,48.62,879.17,83.12,227.69,2014.0,4.0,23.0,2014-04-23
118.38,145.83,20.0,48.5,716.67,87.0,189.4,2014.0,4.0,24.0,2014-04-24
144.12,215.12,20.71,92.67,1062.5,56.83,265.32,2014.0,4.0,25.0,2014-04-25
88.65,100.81,6.98,34.67,576.69,52.56,143.39,2014.0,4.0,26.0,2014-04-26
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,4.0,27.0,2014-04-27
110.06,110.06,17.38,59.31,1262.95,56.35,269.35,2014.0,4.0,28.0,2014-04-28
112.36,134.61,21.89,58.66,1031.94,95.55,242.5,2014.0,4.0,29.0,2014-04-29
121.17,177.08,21.62,76.51,841.67,90.58,221.44,2014.0,4.0,30.0,2014-04-30
125.83,198.92,19.38,53.96,708.33,86.33,198.79,2014.0,5.0,1.0,2014-05-01
39.21,59.08,2.67,22.92,337.5,70.96,88.72,2014.0,5.0,2.0,2014-05-02
58.79,188.12,7.5,46.47,504.17,48.79,142.31,2014.0,5.0,3.0,2014-05-03
39.08,58.42,2.5,18.17,379.17,68.08,94.24,2014.0,5.0,4.0,2014-05-04
40.46,60.33,4.42,44.25,479.17,53.96,113.76,2014.0,5.0,5.0,2014-05-05
96.8,134.76,29.24,64.75,996.91,59.95,230.4,2014.0,5.0,6.0,2014-05-06
71.25,129.58,15.21,54.5,1058.33,53.33,230.37,2014.0,5.0,7.0,2014-05-07
91.75,142.96,18.21,60.75,991.67,77.29,230.44,2014.0,5.0,8.0,2014-05-08
64.54,119.08,34.42,57.47,1212.5,70.0,259.67,2014.0,5.0,9.0,2014-05-09
56.58,97.54,30.54,56.25,1166.67,66.83,245.74,2014.0,5.0,10.0,2014-05-10
24.75,28.46,3.83,32.54,825.0,63.58,163.03,2014.0,5.0,11.0,2014-05-11
45.01,81.59,7.83,52.18,595.83,64.5,141.16,2014.0,5.0,12.0,2014-05-12
55.75,129.83,11.88,59.29,604.17,59.17,153.35,2014.0,5.0,13.0,2014-05-13
23.58,82.12,6.32,30.33,300.0,60.54,83.82,2014.0,5.0,14.0,2014-05-14
72.88,225.71,8.58,69.14,570.83,40.88,164.67,2014.0,5.0,15.0,2014-05-15
60.58,151.04,11.83,58.79,570.83,70.96,154.01,2014.0,5.0,16.0,2014-05-16
67.79,151.38,25.17,71.04,883.33,89.88,214.76,2014.0,5.0,17.0,2014-05-17
103.54,226.42,27.33,63.43,833.33,110.79,227.47,2014.0,5.0,18.0,2014-05-18
110.92,182.04,15.62,58.54,833.33,121.29,220.29,2014.0,5.0,19.0,2014-05-19
95.04,168.92,10.62,50.46,883.33,102.79,218.53,2014.0,5.0,20.0,2014-05-20
112.79,192.15,25.7,62.95,1258.33,113.42,294.22,2014.0,5.0,21.0,2014-05-21
150.61,247.27,18.37,75.99,1295.83,94.4,313.74,2014.0,5.0,22.0,2014-05-22
85.42,168.5,20.12,55.38,654.17,126.33,184.99,2014.0,5.0,23.0,2014-05-23
87.88,120.55,7.82,52.5,892.75,44.57,201.01,2014.0,5.0,24.0,2014-05-24
77.67,138.33,2.29,30.5,487.5,57.33,132.27,2014.0,5.0,25.0,2014-05-25
28.88,86.88,4.33,65.54,470.83,55.21,118.61,2014.0,5.0,26.0,2014-05-26
49.55,116.59,4.47,48.23,385.96,59.97,110.8,2014.0,5.0,27.0,2014-05-27
36.88,36.88,9.17,73.88,541.67,83.12,130.27,2014.0,5.0,28.0,2014-05-28
55.75,55.75,12.29,96.67,787.5,93.38,183.56,2014.0,5.0,29.0,2014-05-29
91.25,147.92,35.62,77.22,1341.67,155.25,308.16,2014.0,5.0,30.0,2014-05-30
115.25,248.04,48.67,74.83,2095.83,139.46,453.68,2014.0,5.0,31.0,2014-05-31
49.08,62.62,3.17,31.58,512.5,124.17,130.52,2014.0,6.0,1.0,2014-06-01
30.96,44.17,2.67,38.51,420.83,95.92,105.51,2014.0,6.0,2.0,2014-06-02
39.92,52.71,6.58,60.12,541.67,94.92,132.65,2014.0,6.0,3.0,2014-06-03
58.42,58.42,9.38,71.5,712.5,87.33,166.26,2014.0,6.0,4.0,2014-06-04
69.17,69.17,10.71,59.1,670.83,112.96,165.32,2014.0,6.0,5.0,2014-06-05
58.17,58.17,9.62,53.75,908.33,47.92,189.33,2014.0,6.0,6.0,2014-06-06
12.5,12.5,2.38,33.58,304.17,56.88,70.33,2014.0,6.0,7.0,2014-06-07
30.0,30.0,7.42,64.76,612.5,39.25,130.66,2014.0,6.0,8.0,2014-06-08
30.96,30.96,6.29,50.08,504.17,66.46,114.82,2014.0,6.0,9.0,2014-06-09
76.96,76.96,6.71,54.83,1141.67,71.54,238.11,2014.0,6.0,10.0,2014-06-10
45.75,45.75,3.29,40.83,704.17,67.54,151.22,2014.0,6.0,11.0,2014-06-11
30.54,30.54,7.25,57.62,470.83,79.54,112.72,2014.0,6.0,12.0,2014-06-12
59.67,59.67,7.58,57.29,808.33,90.08,180.44,2014.0,6.0,13.0,2014-06-13
42.17,42.17,3.33,46.42,554.17,115.67,133.99,2014.0,6.0,14.0,2014-06-14
113.88,113.88,11.71,71.46,1150.0,126.29,264.54,2014.0,6.0,15.0,2014-06-15
135.71,135.71,2.79,50.54,850.0,120.08,215.8,2014.0,6.0,16.0,2014-06-16
83.88,83.88,2.42,44.0,766.67,102.71,180.59,2014.0,6.0,17.0,2014-06-17
64.34,64.34,2.5,43.75,583.33,94.04,142.05,2014.0,6.0,18.0,2014-06-18
133.42,133.42,4.97,61.01,1094.29,72.26,249.9,2014.0,6.0,19.0,2014-06-19
43.92,43.92,2.42,31.71,745.83,80.5,158.05,2014.0,6.0,20.0,2014-06-20
68.92,68.92,4.46,41.96,737.5,79.33,166.85,2014.0,6.0,21.0,2014-06-21
32.42,32.42,2.21,42.5,404.17,76.75,98.41,2014.0,6.0,22.0,2014-06-22
27.04,27.04,2.12,45.42,366.67,86.29,92.43,2014.0,6.0,23.0,2014-06-23
62.67,62.67,6.08,63.71,575.0,103.64,145.63,2014.0,6.0,24.0,2014-06-24
101.92,101.92,10.46,60.92,1050.0,77.12,233.72,2014.0,6.0,25.0,2014-06-25
123.5,123.5,6.88,40.54,820.83,116.12,205.23,2014.0,6.0,26.0,2014-06-26
22.75,22.75,5.08,41.42,254.17,69.88,69.34,2014.0,6.0,27.0,2014-06-27
24.71,24.71,8.62,56.83,500.0,63.79,113.11,2014.0,6.0,28.0,2014-06-28
46.92,46.92,13.75,57.33,1079.17,105.12,224.87,2014.0,6.0,29.0,2014-06-29
77.04,77.04,16.38,65.58,1083.33,135.58,242.49,2014.0,6.0,30.0,2014-06-30
109.3,109.3,16.88,56.05,954.17,127.08,228.8,2014.0,7.0,1.0,2014-07-01
62.33,62.33,2.08,40.38,833.33,85.38,180.97,2014.0,7.0,2.0,2014-07-02
206.79,206.79,3.14,54.14,1177.62,71.89,286.73,2014.0,7.0,3.0,2014-07-03
197.92,197.92,2.38,53.33,1179.17,100.5,288.54,2014.0,7.0,4.0,2014-07-04
122.38,122.38,2.58,49.92,870.83,97.83,210.99,2014.0,7.0,5.0,2014-07-05
209.17,209.17,2.5,45.04,1212.5,124.12,300.42,2014.0,7.0,6.0,2014-07-06
163.92,163.92,2.25,52.33,970.83,96.54,241.63,2014.0,7.0,7.0,2014-07-07
98.42,98.42,4.97,52.76,815.12,62.01,188.62,2014.0,7.0,8.0,2014-07-08
28.75,28.75,4.79,64.75,516.67,43.83,114.59,2014.0,7.0,9.0,2014-07-09
31.0,31.0,6.62,47.5,404.17,84.33,100.77,2014.0,7.0,10.0,2014-07-10
30.96,30.96,3.17,51.33,416.67,69.62,100.45,2014.0,7.0,11.0,2014-07-11
15.79,15.79,2.83,40.46,291.67,71.83,73.06,2014.0,7.0,12.0,2014-07-12
23.79,23.79,3.67,54.58,320.83,55.83,80.41,2014.0,7.0,13.0,2014-07-13
27.67,27.67,4.04,49.54,437.5,96.83,107.21,2014.0,7.0,14.0,2014-07-14
51.08,51.08,3.96,37.92,416.67,125.5,114.37,2014.0,7.0,15.0,2014-07-15
112.75,112.75,2.38,58.54,812.5,75.08,195.67,2014.0,7.0,16.0,2014-07-16
134.54,134.54,2.04,56.38,1820.83,62.04,368.4,2014.0,7.0,17.0,2014-07-17
129.3,129.3,3.25,45.83,1404.17,107.62,303.25,2014.0,7.0,18.0,2014-07-18
67.42,67.42,2.12,43.21,412.5,90.71,113.9,2014.0,7.0,19.0,2014-07-19
64.67,64.67,2.71,32.54,445.83,103.5,118.99,2014.0,7.0,20.0,2014-07-20
25.58,25.58,4.67,28.54,370.83,65.71,86.82,2014.0,7.0,21.0,2014-07-21
18.09,18.09,6.54,46.35,454.17,27.83,95.18,2014.0,7.0,22.0,2014-07-22
29.25,29.25,4.67,80.67,566.67,31.83,123.72,2014.0,7.0,23.0,2014-07-23
71.54,71.54,4.04,84.58,962.5,45.83,206.67,2014.0,7.0,24.0,2014-07-24
73.92,73.92,5.67,53.54,1204.17,104.29,252.58,2014.0,7.0,25.0,2014-07-25
102.12,102.12,7.67,49.17,1000.0,141.62,233.78,2014.0,7.0,26.0,2014-07-26
109.92,109.92,13.62,43.17,775.0,148.71,200.06,2014.0,7.0,27.0,2014-07-27
123.33,123.33,7.5,35.46,695.83,131.75,186.2,2014.0,7.0,28.0,2014-07-28
118.46,118.46,3.54,30.17,554.17,134.12,159.82,2014.0,7.0,29.0,2014-07-29
131.58,131.58,2.0,33.33,1170.83,92.21,260.26,2014.0,7.0,30.0,2014-07-30
210.0,210.0,2.04,39.92,1416.67,103.58,330.37,2014.0,7.0,31.0,2014-07-31
158.38,158.38,2.64,44.85,1185.96,99.26,274.91,2014.0,8.0,1.0,2014-08-01
120.54,120.54,2.0,52.08,812.5,89.08,199.46,2014.0,8.0,2.0,2014-08-02
118.92,118.92,2.33,48.5,775.0,109.29,195.49,2014.0,8.0,3.0,2014-08-03
38.46,38.46,2.0,50.92,470.83,27.42,104.68,2014.0,8.0,4.0,2014-08-04
26.29,26.29,4.12,43.92,337.5,50.75,81.48,2014.0,8.0,5.0,2014-08-05
37.08,37.08,2.79,60.0,433.33,52.46,103.79,2014.0,8.0,6.0,2014-08-06
77.75,77.75,7.58,60.96,1083.33,107.75,235.85,2014.0,8.0,7.0,2014-08-07
67.79,67.79,6.17,54.12,962.5,104.12,210.41,2014.0,8.0,8.0,2014-08-08
86.58,86.58,6.88,48.92,891.67,116.33,206.16,2014.0,8.0,9.0,2014-08-09
36.5,36.5,2.38,41.5,433.33,100.33,108.42,2014.0,8.0,10.0,2014-08-10
24.25,24.25,4.46,46.12,408.33,70.08,96.25,2014.0,8.0,11.0,2014-08-11
27.25,27.25,4.46,54.33,475.0,86.88,112.53,2014.0,8.0,12.0,2014-08-12
28.49,28.49,2.21,45.04,420.83,48.84,95.65,2014.0,8.0,13.0,2014-08-13
30.79,30.79,4.21,51.75,483.33,67.04,111.32,2014.0,8.0,14.0,2014-08-14
44.75,44.75,3.33,61.29,508.33,76.83,123.21,2014.0,8.0,15.0,2014-08-15
59.88,59.88,3.62,66.88,687.5,105.92,163.95,2014.0,8.0,16.0,2014-08-16
55.25,69.83,4.83,39.92,595.83,128.08,148.96,2014.0,8.0,17.0,2014-08-17
65.96,93.0,4.58,48.92,683.33,109.04,167.47,2014.0,8.0,18.0,2014-08-18
91.62,130.21,3.58,51.12,808.33,120.08,200.82,2014.0,8.0,19.0,2014-08-19
107.85,151.0,6.92,52.29,891.67,119.01,221.46,2014.0,8.0,20.0,2014-08-20
134.08,172.38,3.38,65.83,1025.0,104.33,250.83,2014.0,8.0,21.0,2014-08-21
57.88,84.67,2.38,79.62,783.33,43.38,175.21,2014.0,8.0,22.0,2014-08-22
119.17,151.21,3.17,76.21,970.83,101.58,237.03,2014.0,8.0,23.0,2014-08-23
19.46,42.29,5.33,36.0,333.33,60.62,82.84,2014.0,8.0,24.0,2014-08-24
22.34,43.96,4.36,45.08,410.96,48.57,95.88,2014.0,8.0,25.0,2014-08-25
26.38,82.96,7.61,75.36,621.91,45.03,143.21,2014.0,8.0,26.0,2014-08-26
52.29,127.08,9.66,76.48,734.41,72.24,178.69,2014.0,8.0,27.0,2014-08-27
83.7,137.55,6.3,68.77,851.08,77.55,204.16,2014.0,8.0,28.0,2014-08-28
78.83,90.67,2.08,45.67,920.83,104.58,207.11,2014.0,8.0,29.0,2014-08-29
144.5,156.83,2.0,79.12,1687.5,30.71,350.11,2014.0,8.0,30.0,2014-08-30
70.38,72.54,2.04,38.71,850.0,75.5,184.86,2014.0,8.0,31.0,2014-08-31
105.93,107.18,2.04,67.42,1775.0,35.81,348.9,2014.0,9.0,1.0,2014-09-01
24.54,26.38,2.79,38.96,904.17,50.88,174.62,2014.0,9.0,2.0,2014-09-02
16.67,35.58,6.78,52.58,542.75,34.75,114.85,2014.0,9.0,3.0,2014-09-03
44.92,103.17,6.38,82.38,554.17,92.08,147.18,2014.0,9.0,4.0,2014-09-04
99.54,161.54,7.32,74.12,1051.08,78.4,245.33,2014.0,9.0,5.0,2014-09-05
140.33,158.25,3.71,54.42,1266.67,94.79,286.36,2014.0,9.0,6.0,2014-09-06
156.75,194.58,3.04,69.38,1133.33,73.12,271.7,2014.0,9.0,7.0,2014-09-07
14.04,35.29,4.38,27.38,275.0,66.5,70.43,2014.0,9.0,8.0,2014-09-08
38.0,94.21,5.08,65.83,683.33,66.17,158.77,2014.0,9.0,9.0,2014-09-09
73.0,142.04,9.0,84.0,1012.5,68.04,231.43,2014.0,9.0,10.0,2014-09-10
89.33,151.04,7.71,85.54,1437.5,45.04,302.69,2014.0,9.0,11.0,2014-09-11
71.96,86.54,3.62,72.42,729.17,28.96,165.45,2014.0,9.0,12.0,2014-09-12
68.29,116.96,8.42,62.92,741.67,68.17,177.74,2014.0,9.0,13.0,2014-09-13
47.96,89.38,3.33,59.5,483.33,23.42,117.82,2014.0,9.0,14.0,2014-09-14
20.21,54.96,5.92,42.83,354.17,33.67,85.29,2014.0,9.0,15.0,2014-09-15
42.42,109.33,5.71,82.22,500.0,8.33,124.67,2014.0,9.0,16.0,2014-09-16
47.38,97.92,4.78,68.78,563.58,19.99,133.74,2014.0,9.0,17.0,2014-09-17
69.83,100.67,9.86,65.63,872.06,70.69,198.12,2014.0,9.0,18.0,2014-09-18
89.04,144.71,7.42,84.46,800.0,44.92,195.09,2014.0,9.0,19.0,2014-09-19
129.29,146.54,4.83,71.79,950.0,68.25,228.45,2014.0,9.0,20.0,2014-09-20
106.12,124.04,10.96,65.96,1587.5,49.79,324.06,2014.0,9.0,21.0,2014-09-21
98.88,122.42,6.04,77.46,2200.0,8.79,418.93,2014.0,9.0,22.0,2014-09-22
49.25,49.25,2.04,52.88,895.83,7.12,176.06,2014.0,9.0,23.0,2014-09-23
30.5,39.33,4.33,41.75,729.17,30.17,145.87,2014.0,9.0,24.0,2014-09-24
118.46,127.25,5.71,73.71,1291.67,18.0,272.47,2014.0,9.0,25.0,2014-09-25
131.12,133.25,8.92,72.42,1400.0,23.58,294.88,2014.0,9.0,26.0,2014-09-26
